300,1.62,0.2884
301,1.62,0.2884
302,1.62,0.2884
303,1.62,0.2884
304,1.62,0.2884
305,1.62,0.2884
306,1.62,0.2884
307,1.62,0.2884
308,1.62,0.2884
309,1.62,0.2884
310,1.62,0.2884
311,1.62,0.2884
312,1.62,0.2884
313,1.62,0.2884
314,1.62,0.2884
315,1.62,0.2884
316,1.62,0.2884
317,1.62,0.2884
318,1.62,0.2884
319,1.62,0.2884
320,1.62,0.2884
321,1.62,0.2884
322,1.62,0.2884
323,1.62,0.2884
324,1.62,0.2884
325,1.62,0.2884
326,1.62,0.2884
327,1.62,0.2884
328,1.62,0.2884
329,1.62,0.2884
330,1.62,0.2884
331,1.62,0.2884
332,1.62,0.2884
333,1.62,0.2884
334,1.62,0.2884
335,1.62,0.2884
336,1.62,0.2884
337,1.62,0.2884
338,1.62,0.2884
339,1.62,0.2884
340,1.62,0.2884
341,1.62,0.2884
342,1.62,0.2884
343,1.62,0.2884
344,1.62,0.2884
345,1.62,0.2884
346,1.62,0.2884
347,1.62,0.2884
348,1.62,0.2884
349,1.62,0.2884
350,1.62,0.2884
351,1.623,0.29242
352,1.626,0.29644
353,1.629,0.30046
354,1.632,0.30448
355,1.635,0.3085
356,1.638,0.31252
357,1.641,0.31654
358,1.644,0.32056
359,1.647,0.32458
360,1.65,0.3286
361,1.656,0.33099
362,1.662,0.33338
363,1.668,0.33577
364,1.674,0.33816
365,1.68,0.34055
366,1.686,0.34294
367,1.692,0.34533
368,1.7,0.34772
369,1.704,0.35011
370,1.71,0.3525
371,1.717,0.35216
372,1.724,0.35182
373,1.731,0.35148
374,1.738,0.35114
375,1.745,0.3508
376,1.752,0.35046
377,1.759,0.35012
378,1.766,0.34978
379,1.773,0.34944
380,1.78,0.3491
381,1.787,0.34521
382,1.794,0.34132
383,1.801,0.33743
384,1.808,0.33354
385,1.815,0.32965
386,1.822,0.32576
387,1.829,0.32187
388,1.836,0.31798
389,1.843,0.31409
390,1.85,0.3102
391,1.856,0.30272
392,1.862,0.29524
393,1.868,0.28776
394,1.874,0.28028
395,1.88,0.2728
396,1.886,0.26532
397,1.892,0.25784
398,1.898,0.25036
399,1.904,0.24288
400,1.91,0.2354
401,1.911,0.22582
402,1.912,0.21624
403,1.913,0.20666
404,1.914,0.19708
405,1.915,0.1875
406,1.916,0.17792
407,1.917,0.16834
408,1.918,0.15876
409,1.919,0.14918
410,1.92,0.1396
411,1.916,0.13115
412,1.912,0.1227
413,1.908,0.11425
414,1.904,0.1058
415,1.9,0.09735
416,1.896,0.0889
417,1.892,0.08045
418,1.888,0.072
419,1.884,0.06355
420,1.88,0.0551
421,1.874,0.05082
422,1.868,0.04654
423,1.862,0.04226
424,1.856,0.03798
425,1.85,0.0337
426,1.844,0.02942
427,1.838,0.02514
428,1.832,0.02086
429,1.826,0.01658
430,1.82,0.0123
431,1.814,0.011997
432,1.808,0.011694
433,1.802,0.011391
434,1.796,0.011088
435,1.79,0.010785
436,1.784,0.010482
437,1.778,0.010179
438,1.772,0.009876
439,1.766,0.009573
440,1.76,0.00927
