360.0,1.7735266598892,0,
410.4,1.7598353500281,0,
460.8,1.7507063722701,0,
511.2,1.7442668060913,0,
561.6,1.7395204643216,0,
612.0,1.7358944316626,0,
662.4,1.7330388806624,0,
712.8,1.7307297953305,0,
763.2,1.7288180475274,0,
813.6,1.7272010996964,0,
864.0,1.7258064904412,0,
914.4,1.7245817923437,0,
964.8,1.7234882879923,0,
1014.9999999999999,1.7225006290051,0,
1066.0,1.7215783186381,0,
1116.0,1.720736303752,0,
1166.0,1.7199425818557,0,
1217.0,1.7191718587539,0,
1267.0,1.7184457929026,0,
1318.0,1.717728215994,0,
1368.0,1.7170415954174,0,
1418.0,1.7163670597321,0,
1469.0,1.7156875174187,0,
1519.0,1.7150263610245,0,
1570.0,1.7143543276211,0,
1620.0,1.7136954454745,0,
1670.0,1.7130345715007,0,
1721.0,1.7123566898748,0,
1771.0,1.7116869125568,0,
1822.0,1.7109971374637,0,
1872.0,1.7103133010249,0,
1922.0,1.7096209862307,0,
1973.0,1.708905213011,0,
2023.0000000000002,1.708193288654,0,
2074.0,1.7074560400061,0,
2124.0,1.7067217728069,0,
2174.0,1.7059756057999,0,
2225.0,1.7052017553523,0,
2275.0,1.7044301232613,0,
2326.0,1.7036294280027,0,
2376.0,1.702830698628,0,
2426.0,1.7020180338094,0,
2477.0,1.7011744386132,0,
2527.0,1.7003327035463,0,
2578.0,1.6994588803629,0,
2628.0,1.6985869826511,0,
2678.0,1.6976997909215,0,
2729.0,1.69677886985,0,
2779.0,1.6958601207021,0,
2830.0,1.6949065852302,0,
2880.0,1.6939554632851,0,
2930.0,1.6929880354489,0,
2981.0,1.6919842784913,0,
3031.0,1.6909833828984,0,
3082.0,1.6899451412215,0,
3132.0,1.6889101063513,0,
3182.0,1.6878579335601,0,
3233.0,1.686766903808,0,
3283.0,1.6856796506488,0,
3334.0,1.6845525305939,0,
3384.0,1.6834295972212,0,
3434.0,1.6822887835167,0,
3485.0,1.6811065863804,0,
3535.0,1.6799292236826,0,
3586.0,1.6787094552093,0,
3636.0,1.6774949737541,0,
3686.0,1.6762619072898,0,
3737.0,1.6749848897697,0,
3787.0,1.6737138596949,0,
3838.0,1.6723978313236,0,
3888.0,1.6710882725216,0,
3938.0,1.6697594300927,0,
3989.0,1.6683839998188,0,
4038.9999999999995,1.6670157772487,0,
4090.0,1.6655998858835,0,
4140.0,1.6641917061545,0,
4190.0,1.6627635296623,0,
4241.0,1.6612860390671,0,
4291.0,1.6598170269434,0,
4342.0,1.6582975792094,0,
4392.0,1.6567871310098,0,
4442.0,1.6552559440778,0,
4493.0,1.6536726111141,0,
4543.0,1.6520990677679,0,
4594.0,1.6504722104962,0,
4644.0,1.6488556782082,0,
4694.0,1.6472176256484,0,
4745.0,1.6455244753369,0,
4795.0,1.6438424600634,0,
4846.0,1.6421041273959,0,
4896.0,1.6403774777549,0,
4946.0,1.6386284780059,0,
4997.0,1.6368212957563,0,
5047.0,1.6350266246408,0,
5098.0,1.6331724943966,0,
5148.0,1.6313314349349,0,
5198.0,1.6294671395556,0,
5249.0,1.6275414307841,0,
5299.0,1.6256296378905,0,
5350.0,1.623655092646,0,
5400.0,1.6216950340749,0,
